workflow_id,short_id,crown_model,multiple_scatter,trait_plasticity
99000000151,151,FALSE,FALSE,FALSE
99000000144,144,FALSE,FALSE,TRUE
99000000145,145,FALSE,TRUE,FALSE
99000000146,146,FALSE,TRUE,TRUE
99000000147,147,TRUE,FALSE,FALSE
99000000148,148,TRUE,FALSE,TRUE
99000000149,149,TRUE,TRUE,FALSE
99000000150,150,TRUE,TRUE,TRUE
