workflow_id,short_id,crown_model,multiple_scatter,trait_plasticity
99000000159,159,FALSE,FALSE,FALSE
99000000170,170,TRUE,FALSE,FALSE
99000000160,160,FALSE,TRUE,FALSE
99000000144,144,FALSE,FALSE,TRUE
99000000168,168,TRUE,TRUE,FALSE
99000000167,167,TRUE,FALSE,TRUE
99000000161,161,FALSE,TRUE,TRUE
99000000169,169,TRUE,TRUE,TRUE
